329.82,342.11,356.72,1
21.394,336.49,351.56,2
20.848,265.12,332.08,3
20.199,216.68,269.28,4
19.92,156.11,259.61,5
19.872,82.152,227.13,6
19.864,39.594,120.12,7
19.83,27.666,60.181,8
19.83,23.262,36.882,9
19.83,22.27,26.773,10
19.83,21.916,26.143,11
19.83,21.483,27.033,12
19.82,21.133,25.805,13
19.82,20.835,25.018,14
19.82,20.676,24.618,15
19.82,20.658,24.59,16
19.82,20.796,24.738,17
19.82,20.607,24.553,18
19.78,20.466,24.137,19
19.78,20.181,24.428,20
19.78,20.055,23.583,21
19.78,19.997,23.279,22
19.78,19.988,23.028,23
19.78,20.047,23.891,24
19.78,20.069,23.462,25
19.78,20.496,24.198,26
19.78,20.608,24.432,27
19.761,20.448,24.36,28
19.761,20.015,23.074,29
19.761,19.924,21.665,30
19.761,19.848,21.456,31
19.761,19.837,21.807,32
19.761,19.836,21.765,33
19.761,19.834,21.472,34
19.761,19.865,21.831,35
19.761,19.861,21.589,36
19.761,19.832,21.306,37
19.761,19.846,21.413,38
19.761,19.869,21.61,39
19.761,19.824,21.642,40
19.761,19.836,21.173,41
19.761,19.847,21.804,42
19.761,19.814,21.348,43
19.761,19.866,21.487,44
19.761,19.859,21.822,45
19.761,19.844,21.484,46
19.761,19.833,21.557,47
19.761,19.851,21.45,48
19.761,19.857,21.477,49
19.761,19.814,21.334,50
19.761,19.817,21.787,51
19.761,19.843,21.535,52
19.761,19.833,21.532,53
19.761,19.837,21.304,54
19.761,19.843,21.68,55
19.761,19.868,21.553,56
19.761,19.878,21.615,57
19.761,19.86,21.813,58
19.761,19.816,21.763,59
19.761,19.869,21.421,60
19.761,19.857,21.503,61
19.761,19.853,21.613,62
19.761,19.846,21.609,63
19.761,19.814,21.394,64
19.761,19.86,21.92,65
19.761,19.853,21.542,66
19.761,19.837,21.378,67
19.761,19.85,21.5,68
19.761,19.8,20.893,69
19.761,19.843,21.354,70
19.761,19.819,21.304,71
19.761,19.826,21.3,72
19.761,19.855,21.657,73
19.761,19.837,21.636,74
19.761,19.844,21.108,75
19.761,19.839,21.825,76
19.761,19.858,21.656,77
19.761,19.859,21.638,78
19.761,19.852,21.413,79
19.761,19.832,21.285,80
19.761,19.839,21.773,81
19.761,19.852,21.287,82
19.761,19.854,21.563,83
19.761,19.884,21.895,84
19.761,19.825,21.39,85
19.761,19.833,21.24,86
19.761,19.883,21.529,87
19.761,19.847,21.803,88
19.761,19.869,22.041,89
19.761,19.841,21.206,90
19.761,19.867,21.29,91
19.761,19.814,21.344,92
19.761,19.845,21.76,93
19.761,19.865,21.862,94
19.761,19.861,22.113,95
19.761,19.822,21.282,96
19.761,19.816,21.078,97
19.761,19.863,21.437,98
19.761,19.848,21.567,99
19.761,19.862,21.736,100
19.761,19.843,21.774,101
19.761,19.857,21.486,102
19.761,19.836,21.602,103
19.761,19.863,21.786,104
19.761,19.862,21.808,105
19.761,19.855,21.616,106
19.761,19.846,21.983,107
19.761,19.842,21.566,108
19.761,19.899,22.061,109
19.761,19.879,21.745,110
19.761,19.848,21.264,111
19.761,19.867,21.463,112
19.761,19.845,21.302,113
19.761,19.822,21.385,114
19.761,19.861,21.655,115
19.761,19.845,21.718,116
19.761,19.826,21.159,117
19.761,19.866,21.562,118
19.761,19.841,21.328,119
19.761,19.874,21.728,120
19.761,19.869,21.726,121
19.761,19.842,21.733,122
19.761,19.812,21.127,123
19.761,19.849,21.832,124
19.761,19.875,21.823,125
19.761,19.85,21.438,126
19.761,19.844,21.471,127
19.761,19.823,21.444,128
19.736,19.827,21.773,129
19.736,19.813,21.123,130
19.736,19.894,23.631,131
19.361,19.885,23.072,132
19.361,19.931,23.243,133
19.361,20.134,23.602,134
19.361,19.98,23.264,135
19.361,20.223,23.417,136
19.361,20.498,24.512,137
19.361,20.421,23.793,138
19.361,20.362,24.714,139
19.361,19.668,23.124,140
19.361,19.462,21.685,141
19.361,19.453,21.146,142
19.361,19.449,21.057,143
19.361,19.448,21.027,144
19.361,19.446,21.443,145
19.361,19.466,21.028,146
19.361,19.468,21.361,147
19.361,19.437,21.24,148
19.361,19.445,21.379,149
19.361,19.45,21.334,150
19.361,19.477,21.619,151
19.361,19.466,21.127,152
19.361,19.468,21.186,153
19.361,19.461,21.461,154
19.361,19.438,21.244,155
19.361,19.411,21.436,156
19.361,19.444,21.265,157
19.361,19.474,21.211,158
19.361,19.455,21.091,159
19.361,19.471,21.254,160
19.361,19.438,21.557,161
19.361,19.433,21.263,162
19.361,19.455,21.084,163
19.361,19.407,20.756,164
19.361,19.461,21.042,165
19.361,19.508,21.641,166
19.361,19.42,21.109,167
19.361,19.44,20.984,168
19.361,19.46,21.027,169
19.361,19.446,21.1,170
19.361,19.457,21.027,171
19.361,19.445,21.076,172
19.361,19.416,21.511,173
19.361,19.42,20.873,174
19.361,19.445,20.916,175
19.361,19.43,21.086,176
19.361,19.446,21.831,177
19.361,19.441,21.584,178
19.361,19.479,21.339,179
19.361,19.444,21.414,180
19.361,19.42,20.786,181
19.361,19.475,21.398,182
19.361,19.444,21.169,183
19.361,19.448,21.011,184
19.361,19.46,21.272,185
19.361,19.496,21.101,186
19.361,19.44,21.925,187
19.361,19.428,21.123,188
19.361,19.426,21.233,189
19.361,19.499,21.33,190
19.361,19.426,21.169,191
